Filename,Prediction,Confidence
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\52\52-2-2.jpg,psax-ap,0.953
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\61\61-3-3.jpg,a4c,0.953
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\81\81-3-2.jpg,a5c,0.953
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\84\84-2-2.jpg,psax-ap,0.953
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\88\88-3-3.jpg,a4c,0.953
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\141\141-3-2.jpg,a4c,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\162\162-3-2.jpg,a4c,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\173\173-3-1.jpg,a5c,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\285\285-3-1.jpg,a4c,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\316\316-2-1.jpg,psax-ap,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\317\317-2-2.jpg,psax-mv,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\319\319-3-2.jpg,a4c,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\324\324-1-3.jpg,plax,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\335\335-3-1.jpg,a3c,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\360\360-3-3.jpg,a5c,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\431\431-1-2.jpg,plax,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\435\435-1-1.jpg,plax,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\464\464-2-2.jpg,psax-ap,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\478\478-1-2.jpg,plax,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\487\487-1-2.jpg,plax,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-1-2.jpg,a5c,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\500\500-4-3.jpg,psax-av,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\526\526-3-1.jpg,a4c,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\557\557-1-2.jpg,plax,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\589\589-1-1.jpg,plax,0.952
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\615\615-1-2.jpg,plax,0.952
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\111\111-2-3.jpg,psax-ap,0.952
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\91\91-3-1.jpg,a4c,0.952
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-3-3.jpg,a5c,0.952
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\32\32-1-3.jpg,plax,0.952
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\47\47-4-2.jpg,psax-ap,0.952
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\125\125-4-3.jpg,a5c,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\141\141-3-3.jpg,a4c,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\203\203-3-1.jpg,a4c,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\248\248-3-3.jpg,psax-av,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-3-2.jpg,a5c,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\264\264-3-2.jpg,a4c,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\335\335-2-3.jpg,psax-ap,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\370\370-3-2.jpg,a5c,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\381\381-1-3.jpg,plax,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\478\478-3-2.jpg,psax-av,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\481\481-1-3.jpg,plax,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\482\482-4-2.jpg,psax-av,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\506\506-1-3.jpg,plax,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\517\517-2-2.jpg,psax-ap,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\519\519-2-1.jpg,psax-ap,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\543\543-3-3.jpg,a4c,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\550\550-2-1.jpg,psax-ap,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-3-2.jpg,a4c,0.951
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\645\645-4-2.jpg,a5c,0.951
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\72\72-2-3.jpg,psax-ap,0.951
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\120\120-3-2.jpg,a4c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\121\121-3-3.jpg,a4c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\137\137-1-1.jpg,plax,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\148\148-1-1.jpg,plax,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\169\169-2-2.jpg,psax-mv,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\185\185-4-3.jpg,a5c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\195\195-1-3.jpg,plax,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\220\220-2-2.jpg,a5c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\253\253-4-1.jpg,psax-ap,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\269\269-3-2.jpg,a4c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\283\283-3-2.jpg,a4c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\328\328-4-1.jpg,a5c,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\335\335-3-2.jpg,a3c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\372\372-2-1.jpg,psax-ap,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\382\382-1-2.jpg,plax,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\383\383-3-1.jpg,a5c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-3-3.jpg,a5c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\389\389-3-3.jpg,a4c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\393\393-2-2.jpg,psax-mv,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\412\412-3-1.jpg,a5c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\448\448-1-2.jpg,plax,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\453\453-3-1.jpg,a4c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\497\497-2-1.jpg,a5c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\526\526-1-1.jpg,plax,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\540\540-3-2.jpg,a4c,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\562\562-1-1.jpg,plax,0.95
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\569\569-1-3.jpg,plax,0.95
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\107\107-3-2.jpg,a4c,0.95
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\109\109-2-1.jpg,psax-ap,0.95
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\52\52-2-1.jpg,psax-ap,0.95
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\1\1-2-2.jpg,psax-ap,0.95
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\1\1-3-2.jpg,a4c,0.95
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\42\42-2-3.jpg,psax-ap,0.95
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\124\124-3-1.jpg,a4c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\126\126-4-2.jpg,a5c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\252\252-1-1.jpg,plax,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\253\253-3-1.jpg,a4c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\271\271-3-1.jpg,a4c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\286\286-2-3.jpg,a5c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\305\305-1-2.jpg,a5c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\332\332-2-1.jpg,psax-ap,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\348\348-1-3.jpg,a5c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-3-1.jpg,a4c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\431\431-3-1.jpg,a4c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\459\459-1-2.jpg,a5c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\509\509-1-3.jpg,plax,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\516\516-1-1.jpg,psax-av,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\551\551-3-2.jpg,a4c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\583\583-3-1.jpg,a4c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\614\614-3-2.jpg,a4c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\614\614-3-3.jpg,a4c,0.949
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\651\651-2-1.jpg,psax-ap,0.949
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\106\106-4-3.jpg,psax-av,0.949
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\53\53-2-2.jpg,psax-ap,0.949
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\11\11-1-1.jpg,plax,0.949
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\19\19-1-3.jpg,plax,0.949
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\36\36-2-1.jpg,a5c,0.949
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\136\136-3-2.jpg,a5c,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\188\188-3-3.jpg,a4c,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\195\195-2-3.jpg,psax-ap,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\197\197-2-1.jpg,psax-ap,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\199\199-1-3.jpg,plax,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\204\204-3-1.jpg,a4c,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\234\234-1-3.jpg,plax,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-4-1.jpg,a5c,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\293\293-2-1.jpg,psax-ap,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\295\295-4-2.jpg,psax-ap,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\303\303-1-2.jpg,plax,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\311\311-1-2.jpg,plax,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\363\363-1-2.jpg,plax,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\369\369-2-3.jpg,a5c,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\451\451-1-3.jpg,plax,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\457\457-2-3.jpg,psax-av,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\475\475-3-3.jpg,a4c,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\476\476-1-3.jpg,plax,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-2-1.jpg,psax-ap,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\506\506-3-3.jpg,a4c,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\512\512-3-2.jpg,a4c,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\515\515-2-3.jpg,a5c,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\539\539-3-2.jpg,a5c,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\601\601-2-2.jpg,psax-ap,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\631\631-2-3.jpg,psax-ap,0.948
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\649\649-3-3.jpg,a5c,0.948
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\66\66-1-1.jpg,plax,0.948
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\66\66-2-3.jpg,psax-ap,0.948
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\68\68-2-3.jpg,psax-av,0.948
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\29\29-2-2.jpg,psax-ap,0.948
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\223\223-1-2.jpg,plax,0.947
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\232\232-1-2.jpg,plax,0.947
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\267\267-2-2.jpg,psax-ap,0.947
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\307\307-1-1.jpg,plax,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\420\420-2-2.jpg,psax-ap,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\468\468-3-2.jpg,a4c,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\474\474-3-2.jpg,a4c,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\478\478-2-2.jpg,psax-ap,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\505\505-2-1.jpg,a5c,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\526\526-2-2.jpg,psax-ap,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-3-1.jpg,a4c,0.947
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-1-1.jpg,a5c,0.947
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\112\112-1-2.jpg,plax,0.947
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\70\70-2-3.jpg,psax-ap,0.947
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\81\81-2-2.jpg,a5c,0.947
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\123\123-2-2.jpg,psax-ap,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\136\136-1-2.jpg,plax,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\137\137-1-2.jpg,plax,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\150\150-1-1.jpg,plax,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\187\187-3-3.jpg,a4c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\190\190-3-2.jpg,a4c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\235\235-3-1.jpg,a4c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\252\252-3-1.jpg,a4c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\287\287-1-3.jpg,plax,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\305\305-1-3.jpg,a5c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\329\329-3-2.jpg,a4c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\349\349-3-2.jpg,a5c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\393\393-2-1.jpg,psax-mv,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\419\419-2-1.jpg,a5c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\430\430-1-3.jpg,plax,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\440\440-3-3.jpg,a5c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\451\451-3-1.jpg,a4c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\472\472-1-1.jpg,plax,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\553\553-3-3.jpg,a5c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\563\563-4-2.jpg,a5c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\585\585-4-1.jpg,a5c,0.946
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\640\640-2-1.jpg,psax-mv,0.946
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\84\84-4-2.jpg,psax-ap,0.946
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\48\48-4-3.jpg,a5c,0.946
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\146\146-3-3.jpg,a4c,0.945
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\168\168-1-1.jpg,plax,0.945
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\215\215-4-2.jpg,psax-av,0.945
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\259\259-2-1.jpg,psax-ap,0.945
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\266\266-2-2.jpg,psax-ap,0.945
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\330\330-2-3.jpg,psax-ap,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\427\427-1-1.jpg,plax,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\461\461-2-3.jpg,psax-ap,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\503\503-1-2.jpg,psax-ap,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\518\518-1-2.jpg,plax,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\540\540-2-1.jpg,psax-ap,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\578\578-4-3.jpg,psax-ap,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\580\580-4-3.jpg,a5c,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\618\618-2-1.jpg,psax-ap,0.945
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\619\619-1-1.jpg,plax,0.945
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\108\108-2-3.jpg,psax-ap,0.945
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\58\58-4-2.jpg,a3c,0.945
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\68\68-2-1.jpg,psax-ap,0.945
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\85\85-3-3.jpg,a4c,0.945
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\45\45-3-3.jpg,a5c,0.945
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\120\120-3-3.jpg,a4c,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\171\171-2-1.jpg,psax-ap,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\222\222-3-1.jpg,a4c,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\240\240-1-3.jpg,plax,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\266\266-3-3.jpg,a4c,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\287\287-2-3.jpg,a5c,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\320\320-2-3.jpg,psax-ap,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\324\324-1-2.jpg,plax,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\417\417-1-1.jpg,plax,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\425\425-4-3.jpg,a5c,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\453\453-2-3.jpg,psax-ap,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\522\522-3-2.jpg,a5c,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\531\531-2-2.jpg,a5c,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\535\535-3-2.jpg,a4c,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\580\580-3-3.jpg,a5c,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\591\591-3-3.jpg,a4c,0.944
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\636\636-3-2.jpg,a4c,0.944
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\69\69-1-2.jpg,plax,0.944
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\84\84-3-3.jpg,a4c,0.944
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\91\91-3-3.jpg,a4c,0.944
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-3-1.jpg,a4c,0.944
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\99\99-1-1.jpg,plax,0.944
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\19\19-2-2.jpg,psax-ap,0.944
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\129\129-3-2.jpg,a5c,0.943
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\131\131-4-1.jpg,a5c,0.943
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\304\304-4-3.jpg,a5c,0.943
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\327\327-1-2.jpg,plax,0.943
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\334\334-3-1.jpg,a4c,0.943
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\347\347-1-3.jpg,a5c,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\394\394-2-2.jpg,psax-ap,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\417\417-1-3.jpg,plax,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\437\437-4-2.jpg,a5c,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\440\440-3-1.jpg,a5c,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\458\458-1-3.jpg,plax,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\494\494-1-1.jpg,plax,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\534\534-3-1.jpg,a4c,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\538\538-1-2.jpg,plax,0.943
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\555\555-4-2.jpg,psax-ap,0.943
