Filename,Prediction,Confidence
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\103\103-2-3.jpg,a5c,0.844
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\47\47-2-1.jpg,psax-ap,0.844
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\196\196-4-2.jpg,a5c,0.843
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\351\351-1-2.jpg,a5c,0.843
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\351\351-3-3.jpg,a4c,0.843
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\416\416-2-1.jpg,a5c,0.843
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\524\524-2-1.jpg,psax-ap,0.843
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\83\83-2-1.jpg,psax-ap,0.843
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\142\142-2-3.jpg,psax-ap,0.842
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\142\142-3-3.jpg,a4c,0.842
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\344\344-3-2.jpg,a5c,0.842
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\522\522-2-2.jpg,a5c,0.842
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\566\566-3-3.jpg,a4c,0.842
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\590\590-2-2.jpg,psax-ap,0.842
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\15\15-3-2.jpg,a4c,0.842
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\146\146-2-3.jpg,psax-ap,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\178\178-1-2.jpg,plax,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\184\184-1-3.jpg,a5c,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-4-3.jpg,a5c,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\299\299-1-1.jpg,a5c,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\311\311-3-2.jpg,a5c,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\316\316-3-2.jpg,a5c,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\381\381-3-3.jpg,a4c,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\403\403-4-1.jpg,a5c,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\432\432-4-1.jpg,a5c,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\432\432-4-2.jpg,a5c,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\513\513-3-3.jpg,a4c,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\571\571-2-1.jpg,psax-mv,0.841
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\608\608-1-2.jpg,plax,0.841
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\83\83-3-3.jpg,a4c,0.841
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\94\94-3-2.jpg,a4c,0.841
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\37\37-2-3.jpg,psax-ap,0.841
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\49\49-3-2.jpg,a4c,0.841
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\212\212-4-3.jpg,plax,0.84
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\241\241-4-3.jpg,psax-ap,0.84
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\259\259-3-1.jpg,a5c,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\401\401-3-2.jpg,a5c,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\457\457-1-1.jpg,plax,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\486\486-1-2.jpg,plax,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-4-2.jpg,a5c,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-4-3.jpg,a5c,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\549\549-1-3.jpg,psax-mv,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\602\602-3-3.jpg,a5c,0.84
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\644\644-3-3.jpg,a4c,0.84
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\105\105-2-1.jpg,psax-ap,0.84
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\55\55-3-3.jpg,a4c,0.84
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\89\89-2-3.jpg,psax-ap,0.84
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\92\92-3-1.jpg,a4c,0.84
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-4-3.jpg,a5c,0.84
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\22\22-2-2.jpg,psax-av,0.84
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\163\163-4-1.jpg,a5c,0.839
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\214\214-2-2.jpg,psax-ap,0.839
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\353\353-3-1.jpg,a4c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\401\401-3-1.jpg,a4c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\435\435-3-2.jpg,a4c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-3-2.jpg,a5c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\489\489-3-3.jpg,a5c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\495\495-1-3.jpg,a5c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\536\536-3-3.jpg,a5c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\542\542-3-3.jpg,a5c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\593\593-2-2.jpg,a5c,0.839
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\641\641-2-2.jpg,psax-mv,0.839
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\101\101-1-1.jpg,a5c,0.839
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\110\110-1-1.jpg,psax-av,0.839
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\21\21-3-2.jpg,a5c,0.839
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\147\147-3-3.jpg,a4c,0.838
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\165\165-2-1.jpg,a5c,0.838
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\217\217-2-2.jpg,a5c,0.838
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\306\306-1-2.jpg,plax,0.838
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\307\307-3-1.jpg,a5c,0.838
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\308\308-2-2.jpg,psax-ap,0.838
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\373\373-1-2.jpg,plax,0.838
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\474\474-1-2.jpg,plax,0.838
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\567\567-3-2.jpg,a4c,0.838
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\568\568-4-2.jpg,psax-av,0.838
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\74\74-3-3.jpg,a5c,0.838
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\193\193-2-2.jpg,psax-mv,0.837
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\196\196-4-1.jpg,a5c,0.837
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\259\259-1-1.jpg,plax,0.837
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\340\340-3-2.jpg,a4c,0.837
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-2-3.jpg,psax-ap,0.837
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\453\453-1-3.jpg,plax,0.837
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\560\560-4-2.jpg,psax-av,0.837
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\561\561-3-3.jpg,a4c,0.837
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\7\7-4-2.jpg,a5c,0.837
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\152\152-4-2.jpg,a5c,0.836
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\169\169-3-3.jpg,a4c,0.836
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\185\185-3-1.jpg,a5c,0.836
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\200\200-3-3.jpg,a5c,0.836
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\255\255-3-3.jpg,a4c,0.836
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\478\478-4-3.jpg,psax-av,0.836
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\514\514-2-1.jpg,psax-ap,0.836
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\553\553-2-3.jpg,psax-ap,0.836
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\52\54-4-2.jpg,a5c,0.836
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\40\40-1-2.jpg,plax,0.836
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\42\42-3-1.jpg,a5c,0.836
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\123\123-1-2.jpg,plax,0.835
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\158\158-3-3.jpg,a4c,0.835
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\211\211-3-1.jpg,a4c,0.835
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\511\511-4-1.jpg,a5c,0.835
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\565\565-3-2.jpg,a5c,0.835
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\589\589-3-1.jpg,a4c,0.835
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\596\596-1-2.jpg,plax,0.835
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\102\102-1-2.jpg,plax,0.835
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\27\27-4-3.jpg,a5c,0.835
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\137\137-3-2.jpg,a4c,0.834
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\160\160-4-3.jpg,psax-mv,0.834
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\262\262-1-1.jpg,plax,0.834
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\539\539-3-3.jpg,a5c,0.834
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\622\622-1-2.jpg,plax,0.834
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\634\634-2-3.jpg,psax-mv,0.834
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\60\60-2-1.jpg,psax-ap,0.834
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\113\113-3-2.jpg,a4c,0.833
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\176\176-3-3.jpg,a4c,0.833
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\278\278-2-1.jpg,psax-ap,0.833
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\289\289-3-3.jpg,a4c,0.833
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\305\305-1-1.jpg,a5c,0.833
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\321\321-4-1.jpg,a5c,0.833
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\451\451-1-2.jpg,plax,0.833
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\641\641-1-1.jpg,psax-ap,0.833
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\84\84-1-2.jpg,plax,0.833
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\286\286-3-1.jpg,a4c,0.832
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\322\322-3-3.jpg,a5c,0.832
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\491\491-3-3.jpg,a4c,0.832
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\501\501-4-3.jpg,psax-mv,0.832
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\601\601-1-3.jpg,psax-ap,0.832
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\180\180-2-3.jpg,a5c,0.831
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\297\297-2-3.jpg,psax-ap,0.831
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\352\352-1-2.jpg,a5c,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\417\417-3-3.jpg,psax-av,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\420\420-4-3.jpg,psax-ap,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\451\451-2-3.jpg,a5c,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\557\557-3-1.jpg,a4c,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\570\570-3-3.jpg,a5c,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\605\605-2-1.jpg,psax-av,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\611\611-3-2.jpg,a5c,0.831
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\640\640-4-1.jpg,a5c,0.831
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\67\67-3-2.jpg,a4c,0.831
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\74\74-3-2.jpg,a5c,0.831
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\92\92-3-3.jpg,a4c,0.831
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\39\39-4-2.jpg,a5c,0.831
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\190\190-4-3.jpg,a5c,0.83
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\329\329-3-1.jpg,a4c,0.83
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\456\456-2-3.jpg,psax-av,0.83
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\486\486-4-1.jpg,a5c,0.83
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\518\518-4-1.jpg,psax-ap,0.83
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\534\534-4-2.jpg,psax-av,0.83
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\127\127-4-3.jpg,a5c,0.829
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\149\149-2-2.jpg,psax-ap,0.829
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\264\264-3-3.jpg,a4c,0.829
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\309\309-4-3.jpg,psax-av,0.829
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\336\336-1-3.jpg,plax,0.829
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\337\337-3-1.jpg,a5c,0.829
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\489\489-4-1.jpg,psax-ap,0.829
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-2-3.jpg,psax-ap,0.829
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\76\76-3-1.jpg,a4c,0.829
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\176\176-4-1.jpg,psax-mv,0.828
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\192\192-3-3.jpg,a5c,0.828
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\323\323-2-3.jpg,psax-ap,0.828
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\390\390-1-2.jpg,plax,0.828
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\439\439-2-1.jpg,psax-ap,0.828
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-3-1.jpg,a5c,0.828
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\568\568-2-2.jpg,psax-mv,0.828
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\57\57-4-2.jpg,a5c,0.828
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\72\72-4-1.jpg,a5c,0.828
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\144\144-3-1.jpg,plax,0.827
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\162\162-2-1.jpg,psax-ap,0.827
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\165\165-3-2.jpg,psax-av,0.827
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\196\196-1-3.jpg,plax,0.827
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\224\224-1-1.jpg,a5c,0.827
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\270\270-3-3.jpg,a5c,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\438\438-1-2.jpg,plax,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\439\439-3-2.jpg,a5c,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\442\442-1-2.jpg,psax-av,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\444\444-3-1.jpg,a5c,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\449\449-4-2.jpg,psax-ap,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\450\450-4-3.jpg,psax-av,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\472\472-3-2.jpg,a4c,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\576\576-1-2.jpg,psax-av,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\591\591-4-1.jpg,psax-ap,0.827
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\602\602-1-3.jpg,plax,0.827
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\8\8-2-3.jpg,psax-av,0.827
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\162\162-2-2.jpg,psax-ap,0.826
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\225\225-4-3.jpg,psax-ap,0.826
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\282\282-1-2.jpg,plax,0.826
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\308\308-4-3.jpg,psax-ap,0.826
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\482\482-2-3.jpg,psax-ap,0.826
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-1-1.jpg,plax,0.826
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\584\584-1-1.jpg,plax,0.826
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\590\590-3-2.jpg,psax-av,0.826
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\596\596-3-3.jpg,a5c,0.826
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\616\616-3-3.jpg,a4c,0.826
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\110\110-1-2.jpg,psax-av,0.826
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\121\121-2-1.jpg,psax-ap,0.825
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\221\221-3-1.jpg,a4c,0.825
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\353\353-3-2.jpg,a4c,0.825
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\367\367-2-3.jpg,psax-ap,0.825
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\384\384-2-2.jpg,psax-ap,0.825
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-2-3.jpg,a5c,0.825
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\624\624-4-2.jpg,a5c,0.825
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\107\107-1-2.jpg,a5c,0.825
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\20\20-2-3.jpg,a5c,0.825
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\212\212-2-2.jpg,psax-mv,0.824
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\225\225-4-1.jpg,psax-ap,0.824
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\319\319-1-2.jpg,plax,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\393\393-1-2.jpg,plax,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\399\399-3-2.jpg,a4c,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\516\516-2-3.jpg,psax-av,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\537\537-2-1.jpg,a5c,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\561\561-2-1.jpg,a5c,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\564\564-4-3.jpg,a5c,0.824
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\583\583-1-1.jpg,plax,0.824
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\110\110-4-1.jpg,plax,0.824
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\65\65-4-3.jpg,psax-av,0.824
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\40\40-4-1.jpg,psax-mv,0.824
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\44\44-3-3.jpg,a5c,0.824
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\49\49-2-3.jpg,a5c,0.824
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\132\132-4-3.jpg,a5c,0.823
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\216\216-2-3.jpg,psax-ap,0.823
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\259\259-2-3.jpg,psax-ap,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\371\371-3-1.jpg,a4c,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\453\453-3-3.jpg,a4c,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\455\455-1-3.jpg,a5c,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\529\529-4-1.jpg,psax-av,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\531\531-4-3.jpg,a5c,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\570\570-1-2.jpg,plax,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\570\570-4-2.jpg,psax-ap,0.823
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\599\599-3-1.jpg,a5c,0.823
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\63\63-3-3.jpg,a5c,0.823
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\43\43-3-3.jpg,a5c,0.823
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\45\45-4-1.jpg,a5c,0.823
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\212\212-4-1.jpg,plax,0.822
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\499\499-2-3.jpg,psax-ap,0.822
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\575\575-2-2.jpg,psax-ap,0.822
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\653\653-2-3.jpg,a5c,0.822
